genre,director actor1 actor2 title,year,rating,releasedate
Adult,Ivan Holst Rick Cassidy Susan Downs The Cheaters,1974,3.5,Nov-74
Comedy,F. Lee Cochran Brad Bartram Michelle von Flotow Scandal: Lawful Entry,2000,5.5,11-Nov-00
Drama,Alethea Root Jules Bruff Bjorn Johnson Part Time Fabulous,2011,8.3,3-Jun-11
Comedy,Paul Sapiano Cricket Leigh Kat Turner The Boys & Girls Guide to Getting Down,2006,6.6,23-Mar-07
Comedy,Hiram Martinez Patrick Dall'Occhio Benjamin Travers Four Dead Batteries,2004,6.1,27-Mar-04
Adult,John Christopher Paula Morton David Christopher Swedish Sorority Girls,1978,5.6,1978
Comedy,Yangzom Brauen Melanie Winiger Max Loong Who Killed Johnny,2013,4.5,13-Feb-13
Fantasy,None Mary Malloy Vikas Adam Bad Blood: The Movie,2016,4.4,1-Apr-16
Horror,Dustin Ferguson Jarad Allen Jennifer Banko Cheerleader Camp: To the Death,2014,3.5,13-Oct-14
Comedy,Robert Downey Sr. Arnold Johnson Stan Gottlieb Putney Swope,1969,7,10-Jul-69
Drama,Jack Wormser Diana Ross Billy Dee Williams Mahogany,1975,6.1,25-Mar-76
Action,Jesse V. Johnson Rick Yune Roger Yuan The Fifth Commandment,2008,4.7,22-Aug-08
Drama,Arielle Javitch Anamaria Marinca Tom Burke Look  Stranger,2010,5.8,11-Sep-10
Crime,Douglas Day Stewart Steven Bauer Barbara Williams Thief of Hearts,1984,5.7,19-Oct-84
Crime,Dillon Davies Adam Kenitzer Matt Twedt The Delicate Nature,2009,7.6,NA
Romance,Anand Alagappan Sam Ghosh Juliana Fine Anything for You,2010,6.1,13-May-11
Comedy,Scott Ballard Thomas S. Campbell Eve Pryce Welcoming Departure,2012,8,30-Jan-12
Comedy,Howard R. Cohen Richard Benjamin Paula Prentiss Saturday the 14th,1981,4.5,30-Oct-81
Horror,James D.R. Hickox Daniel Cerny Ron Melendez Children of the Corn III: Urban Harvest,1995,4.1,12-Sep-95
Drama,Bobby Roth Mel Rosier Gammy Burdett Independence Day,1976,6.4,10-Nov-76
Comedy,George Roy Hill Paul Newman Robert Redford The Sting,1973,8.3,25-Dec-73
Action,Christopher E. Engler Royce L. Engler Jenny Gill R.P.G.,2006,4.9,11-Mar-06
Crime,Pete Resto Elana Antone Elena Antonenko A Killing on Brighton Beach,2009,3.6,2009
Action,None Glen Perkins Alex Warren Rock 'n' Roll Space Patrol Action Is Go!,2005,4.2,4-Oct-05
Drama,Ramesh Anthony Chris Quinn Katrina Foy Pippi,2006,8.7,7-May-06
Comedy,Dan Scanlon Scott Clark Greg Dykstra Tracy,2009,8.7,2009
Comedy,Joze Mont Shalom Kolontarov Boris Malayev Help the World,2010,8.9,NA
Comedy,John Mendoza Ian Abercrombie Abraham Alvarez Blasphemy the Movie,2001,5.9,NA
Crime,Robert Thom Jennifer Jones Jordan Christopher Angel  Angel  Down We Go,1969,4.4,19-Aug-69
Thriller,None Don Cummings Colleen Corrigan The Appointment,1996,6.9,28-Jul-96
Comedy,Bob Weis Corinne Bohrer Jonathan Penner Inconceivable,1998,5.6,NA
Drama,Jack Bryan Mike Ivers Sonja Mauro Struck,2010,8.2,NA
Action,Jack Ersgard Brian Cousins Jennifer Nash Invisible: The Chronicles of Benjamin Knight,1993,4.2,20-Apr-94
Crime,None Ben Bachelder Isabella Cascarano El Padrino II: Border Intrusion,2011,5.8,17-Jan-11
Comedy,Martin Snyder Jon Abrahams Mickey Sumner Missed Connections,2012,5.3,19-Apr-12
Comedy,Anthony Fiore Joseph Neibich David Gorgie Destiny 101,2002,8.9,10-Aug-02
Adult,Joseph W. Sarno Colleen Anderson Ron Jeremy Deep Inside Annie Sprinkle,1981,6.4,1981
Comedy,Agnès Varda Viva Gerome Ragni Lions Love (... and Lies),1969,5.9,30-Jul-14
Drama,Joey Lauren Adams Ashley Judd Jeffrey Donovan Come Early Morning,2006,6.2,31-Aug-07
Comedy,Tyler Amm Ryan Matthew Ziegler Sean Walsh Butcher the Bakers,2017,7.6,28-Apr-17
Comedy,Jim Russell Cory Cole Christie Courville Normandy Is My Name,2015,8.4,9-Aug-15
Drama,Marc Clebanoff Michael Rene Walton Louis Mandylor The Mourning,2015,3.5,20-Apr-15
Biography,None Scott Haze Michelle Arthur Tenn,2017,7.5,8-Apr-17
Comedy,Krishna Shah E.J. Curse Geno Andrews Hard Rock Zombies,1985,4.5,Sep-85
Action,Philip D'Antoni Roy Scheider Tony Lo Bianco The Seven-Ups,1973,6.8,14-Dec-73
Horror,Richard Caesar Laura Harris Richard Lintern The Calling,2000,4,21-Dec-00
Drama,James K. Shea Mary Appleseth Harvey Shain Planet of Dinosaurs,1977,4.1,27-Aug-79
Comedy,Rick Famuyiwa Taye Diggs Sanaa Lathan Brown Sugar,2002,6.5,11-Oct-02
Drama,Adam Deyoe Lexi Giovagnoli Justin Ray 1 Chance 2 Dance,2014,5,21-Jan-14
Drama,None James Franco Tim Blake Nelson The Sound and the Fury,2014,4.8,23-Oct-15
Action,Fatmir Doga Christopher McDonald Sienna Guillory Being American,2014,7.4,18-Sep-14
Thriller,Jon Bonnell Greg Joseph Autumn Match.Dead,2009,2.7,2009
Horror,Fruit Chan Rachael Murphy Eli Roth Don't Look Up,2009,3.1,8-Jan-11
Drama,Burr Steers Zac Efron Kim Basinger Charlie St. Cloud,2010,6.5,30-Jul-10
Comedy,John McNaughton Rae Dawn Chong Don Gordon The Borrower,1991,5.3,1991
Action,None Burak Ercan Greg Mason Dead Eye,1997,5.1,5-Nov-97
Comedy,Gary Preisler Will Friedle Chris Owen National Lampoon's Gold Diggers,2003,2.9,17-Sep-04
Drama,Taylor Hackford Keanu Reeves Al Pacino The Devil's Advocate,1997,7.5,17-Oct-97
Drama,John Chris Lopez Tisha Coates Adrian Honner Everything You Know is Backwards,2015,6.2,NA
Adult,Chris Warfield Lesllie Bovee John Leslie Champagne for Breakfast,1980,6.3,1980
Comedy,Frederick R. Friedel Anne Apra Paul Vito Abato My Next Funeral,2000,7.7,NA
Comedy,None James Gunn Jenna Fischer LolliLove,2004,6.4,21-Nov-04
Comedy,John A. Russo Sharon Joy Miller Rudy Ricci The Booby Hatch,1976,4.9,Sep-76
Comedy,Bryan Reisberg Harry Lloyd Krista Kosonen Big Significant Things,2014,4.8,24-Jul-15
Drama,Michael Jay Corey Weber Melody Trice Furious,2015,4.6,3-Jan-15
Drama,None Ruin Wendy McColm Ever,2014,7.1,26-Apr-14
Action,John Woo Tom Cruise Dougray Scott Mission: Impossible II,2000,6.1,24-May-00
Action,John Putch James Coburn Costas Mandylor Intrepid,2000,3.4,11-Apr-00
Western,Walter Hill David Carradine Stacy Keach The Long Riders,1980,7.1,16-May-80
Comedy,None Sam Zvibleman Christine Weatherup Echo Lake,2015,7,14-Jun-16
Adventure,Rob Meyer Kodi Smit-McPhee James Le Gros A Birder's Guide to Everything,2013,6.3,21-Apr-13
Comedy,Hedley Turk Joel Azerrad Shayne Bernstein Chasing Erections,2005,7.8,4-Aug-05
Crime,Gregory Hoblit Diane Lane Colin Hanks Untraceable,2008,6.2,25-Jan-08
Drama,Gino Raphael Payne Kathleen Vaughn Crosby Michael Macon We Was Homeboyz,2012,7.6,10-May-12
Horror,None Amanda Dyar Kenny King Raggedy DemAnn,2012,7.1,18-Feb-12
Drama,Rodney Ray William Devane GiGi Erneta Flag of My Father,2011,7.4,1-Nov-11
Drama,Jay Richardson Daniel Anderson Susannah Devereux Secret Places,1996,4.7,NA
Drama,Joseph Sorrentino Kevin M. Costello Gary Gustin The Sacrament of Life,2008,8.1,23-Sep-11
Drama,Bob Graham Sally Sharp Lilia Skala The End of August,1982,6.9,Sep-82
Drama,None Kyle T. Cowan Amrita Acharia Camouflage,2014,7.7,25-Nov-14
Thriller,Harvey Lowry Stan Shaw Sydney Sweeney Cassidy Way,2016,4.3,23-Feb-16
Adult,None Spring Finley Valerie Franklin The Milkmaid,1975,5.6,1975
Comedy,None Matt Lents James Fowler I Snatched Andy Warhol,2012,7.6,NA
Documentary,David Markey Zander Schloss Greg Hetson My Career as a Jerk,2012,7.3,24-Oct-12
Crime,Dino J. Gallina Josué Gutierrez Adrian Mancinelli Red Tide,2011,8.3,3-Sep-11
Crime,Herbert J. Leder George Sanders Leslie Parrish The Candy Man,1969,5.2,Feb-69
Comedy,Anthony Spadaccini Barbara Lessin Michael J. Panichelli Jr. S.K.I.N.S.: Serial Killers in Need of Support,2009,7.2,31-Dec-09
Adult,None Tracy Walton Robert Bullock Tina's Party,1978,4.7,1978
Comedy,None Arnold Kelman Jeff Michalski Almighty Fred,1996,6.2,NA
Action,Louis Morneau Jim Belushi Kylie Travis Retroactive,1997,6.3,1-Jan-97
Comedy,DJ Pooh Malcolm McDowell DeRay Davis Grow House,2017,4.3,20-Apr-17
Fantasy,None Scotty Whitehurst Kevin Johnson The Legend of Zelda Oblivion Rising,2016,5.1,16-May
Comedy,Ajayan Venugopalan Ron Barba Eric V. Cantada Akkarakazhchakal - The Movie,2011,7.7,29-Apr-11
Comedy,Donald Petrie Annabeth Gish Julia Roberts Mystic Pizza,1988,6.2,21-Oct-88
Comedy,Richard Brauer Randall Godwin Will David Young Frozen Stupid,2008,5.9,1-Aug-08
Adventure,None Don Meader Elaine Meader The Alaska Wilderness Adventure,1978,7.2,NA
Sci-Fi,Conrad Faraj Nicole Ann Hicks Rick Montgomery Jr. The Wind Is Watching,2014,6.2,22-Aug-14
Action,None Hilma Falkowski Bianca Giancoli Blooming Flowers,2013,3.1,13-Jul-13
Crime,Burt Kennedy Glenn Ford Elke Sommer The Money Trap,1965,6.4,2-Feb-66
Drama,Erica Jordan Shirin Etessam Jan Carty Marsh Walls of Sand,1994,5.9,Sep-95
Horror,None Sean Stone Alexander Wraith Greystone Park,2012,3.2,2012
Comedy,Aaton Cohen-Sitt Sean Sellars Christine Blackburn Interviewing Norman,2005,8.4,NA
Drama,None Carla Gugino Bruce Greenwood Gerald's Game,2017,6.7,29-Sep-17
Action,Alex Ranarivelo Shane Graham Ludacris Ride,2017,8.7,10-Nov-17
Action,None Anthony Ojeda Joel Clark Ackerman Kill Season,2013,5.6,1-Jan-13
Drama,Mairtín de Barra Jorge Mario Agudelo Chiraz Aich The Owner,2012,6.8,25-May-12
Comedy,None Michael Clarke Duncan Jay Chandrasekhar The Slammin' Salmon,2009,6.5,17-Jan-09
Horror,Gabriel Rios-Hannon Brittany Blanton Denny Crum Nightfall,2017,5.7,28-Oct-17
Action,LazRael Lison Simon Rex Shannon Brown Halloweed,2016,3.6,16-Mar
Action,Mark Atkins Jason London Robert Davi Awaken,2015,3.4,7-Jul-15
Comedy,Jonathan Lynn Eddie Murphy Lane Smith The Distinguished Gentleman,1992,5.9,4-Dec-92
Crime,Charles Oliver Minnie Driver Jeremy Renner Take,2007,6.1,18-Jul-08
Sci-Fi,John Higbie Mary Lou Blanchard David Bomar Magic Mentah,2009,5.4,NA
Family,Charles Band Ashley Tesoro Tim Redwine Mystery Monsters,1997,3.8,29-Jul-97
Action,Joseph Purcell Roger Kern Jenny Neumann The Delos Adventure,1987,3.8,28-Jul-89
Comedy,Laura Colella Eleanor Hutchins Barney Cheng Stay Until Tomorrow,2004,6.6,7-Oct-04
Documentary,Rajeev Nirmalakhandan Robert Cicchini Lisa LoCicero Doing Unto Others,2001,3.9,30-Oct-01
Drama,Robert Wise Anthony Hopkins Marsha Mason Audrey Rose,1977,5.8,6-Apr-77
Comedy,Allen Plone Peter Bergman Deborah Van Valkenburgh Phantom of the Ritz,1988,4.3,30-Oct-88
Drama,Manny Edwards Burgess Jenkins Mark Joy Hero,2014,6.1,2014
Comedy,Marcus Gautesen Nathan Anderson Brian Hooks The $cheme,2003,2.2,18-Nov-03
Action,Shadow Dragu-Mihai Jason 'Wee Man' Acuña Ajmal Bashing,2004,6.9,1-Jul-04
Musical,Joseph Manduke David Leon Mitch Weissman Beatlemania,1981,5.3,Jul-81
Drama,Sydney Pollack Jane Fonda Michael Sarrazin They Shoot Horses  Don't They?,1969,7.9,1970
Adult,Alex de Renzy Kari Foxx Jonathan Lee Wild Things II,1986,6.4,1986
Action,Paul Greengrass Matt Damon Franka Potente The Bourne Supremacy,2004,7.8,23-Jul-04
Comedy,Tom Mankiewicz John Candy Mariel Hemingway Delirious,1991,5.8,9-Aug-91
Drama,Denis Villeneuve Harrison Ford Ryan Gosling Blade Runner 2049,2017,8.2,6-Oct-17
Adult,John Christopher Michael Knight Paul Thomas Piggy's,1983,6.5,1983
Drama,Rachel Samuels Noel Arthur Sybil Azur Dark Streets,2008,4.6,14-Jun-08
Comedy,None Dan DeLuca Kris Arnold Two-Minute Heist,2009,4.7,21-May-09
Horror,Gavin Rapp Carrie Shoberg Jeff Monahan Demon Tongue,2016,2.3,21-Jun-16
Drama,Bette Gordon Julia Stiles Avan Jogia The Drowning,2016,4.4,10-May-17
Thriller,Joseph Posa Joanna Bonaro Al Burgo Blood Brother,2003,6.1,5-Apr-03
Action,Mark Atkins Michael Jai White Kadeem Hardison Android Cop,2014,3.1,29-Oct-15
Action,Mark Griffiths Chad Everett Bradford Dillman Heroes Stand Alone,1989,4.7,Sep-89
Drama,Daniel Algrant Penn Badgley Imogen Poots Greetings from Tim Buckley,2012,6.1,5-Sep-13
Comedy,Joseph Posa Frank Albanese Vincent Aquilino Rose Woes and Joe's,2005,8.2,NA
Action,Daniel Petrie Jr. Sean Astin Wil Wheaton Toy Soldiers,1991,6.5,26-Apr-91
Action,Francisco Pina Kevin Gall Chris Diaz The Long Island Project,2006,6.9,10-May-06
Adventure,Jonathan Levine Joseph Gordon-Levitt Seth Rogen The Night Before,2015,6.4,20-Nov-15
Comedy,Peyton Reed Ewan McGregor Renée Zellweger Down with Love,2003,6.3,16-May-03
Adult,Paul Gerber Maggie Matson Sunny Waters School Girl,1971,6.4,NA
Comedy,Joan Micklin Silver John Heard Mary Beth Hurt Chilly Scenes of Winter,1979,7.1,15-Jul-82
Comedy,Ben Popik Caleb Bark Megan Raye Manzi The Exquisite Corpse Project,2012,6.8,24-Apr-13
Drama,George VanBuskirk Dana Delany Andrew McCarthy Camp Hell,2010,3.5,2-Dec-11
Comedy,Cody Maupin Christine Condreay Conrad Condreay Juiskers II: The Sequel with No Prequel,2006,8.2,22-Apr-06
Action,None Bradley Creanzo Noelle Hedgcock Vicious Thunder,2016,8.1,11-Dec-16
Drama,Christian de Rezendes Robert Azevedo Jeremy Banks Getting Out of Rhode Island,2003,7.9,NA
Comedy,Joshua Grannell Jack Donner Mikayla Rosario All About Evil,2010,6.2,25-Jun-14
Comedy,None Joe Boyd Matt Donnelly Hitting the Nuts,2010,6.9,9-Oct-10
Comedy,Brent Kado Vanessa Bayer Noah Blair Off the Cuff,2009,6.4,21-Feb-09
Drama,Stephen Erickson Michael Cavalieri Trisha Melynkov The Stonecutter,2000,9.2,31-May-11
Mystery,Joel Schumacher Jim Carrey Virginia Madsen The Number 23,2007,6.4,23-Feb-07
Comedy,None Marilia Angeline Charly Bivona Coming of Age Films,2012,2.9,NA
Adult,Joseph W. Sarno Damien Cashmere Tasha Voux Critical Positions,1987,3.5,NA
Horror,Walter Moise Aaron Bowden Jake B. Miller The Documentary,2017,4.2,22-Aug-17
Thriller,James D. Mortellaro Jack Kyle Michelle Moretti Video X: The Dwayne and Darla-Jean Story,2007,5.3,1-Mar-07
Action,None Michael Ciriaco Brea Grant The Weathered Underground,2010,6.5,26-Jan-10
Action,Blake Feldman Ben Adams Scott Deckert American Paradice,2011,3.1,NA
Drama,None Jennifer Elster Gale Harold Particles of Truth,2003,7,14-Jun-03
Documentary,Jonathan Brandeis Suhaila Salimpour Ansuya American Bellydancer,2005,6.3,12-Mar-05
Horror,Scott Ziehl Robert Alonzo Harlan Baird Demon Hunter,2005,4.3,1-Jun-05
Drama,Joe Wakefield Melissa Bayer Stephen Kapelczak The Nightcrawlers: A Story About a Family,2012,6.4,NA
Comedy,Gabriel Fleming Adam Bronstein Mackenzie Firgens My Movie Girl,2016,7.7,9-Dec-16
Comedy,None Greg Pritikin Gary Rosen Totally Confused,1998,5.8,7-Jun-98
Comedy,None Matt D'Elia Brendan Fletcher American Animal,2011,4.3,14-Mar-11
Action,Andrew Bellware Juanita Arias Nat Cassidy Android Insurrection,2012,1.9,24-May-12
Comedy,Alex Kane Kaori Kimbara Han S. Lee The Gauguin Museum,1997,8.3,NA
Comedy,Chris LaMont Roger Allen Steve Bencich The Best Movie Ever Made,1994,5.1,NA
Action,Michael Winner Burt Lancaster Alain Delon Scorpio,1973,6.5,19-Apr-73
Adult,Shaun Costello Candida Royalle Rick Iverson Sunny,1979,6.2,1979
Comedy,DJ Pooh Dr. Dre Snoop Dogg The Wash,2001,4.7,14-Nov-01
Fantasy,E. Elias Merhige Brian Salzberg Donna Dempsey Begotten,1990,5.9,5-Jun-91
Action,None Howie Long Scott Glenn Firestorm,1998,4.6,9-Jan-98
Horror,Xavier Gens Sophie Cookson Corneliu Ulici The Crucifixion,2017,5,6-Oct-17
Comedy,Luke Matheny Matt LeBlanc Ali Larter Lovesick,2014,5.2,24-Apr-14
Horror,Stacy Peterson Roger Floyd Sean Heslep In the Still of the Night,2017,6.8,1-Dec-17
Comedy,Alan Rudolph Bruce Willis Nick Nolte Breakfast of Champions,1999,4.6,18-Feb-99
Action,Daniel Grove Reza Sixo Safai Helena Mattsson The Persian Connection,2016,5.4,15-Apr-16
Adventure,Steve Cole Daryl Carter Tristen Carter Minnows Biscjit Special,2011,8.9,NA
Horror,Ricardo Islas Adriana Cataño Nadia Rowinsky Zombie Farm,2009,3.5,6-Oct-11
Crime,T.J. Scott Katrina Law Lochlyn Munro Death Valley,2015,3.8,20-Oct-15
Drama,Saul Swimmer Robert Alda J. Carrol Naish Force of Impulse,1961,6.3,13-Aug-65
Adventure,Keith Hartman Hunter Smit Keila Hamilton Real Heroes,2014,6.5,7-Nov-14
Drama,John David Moffat Troy Jones Dom Cole The Blackout Experiment,2014,5.4,NA
Crime,Ken DuPuis Everett McGill Phil Morris Jekyll Island,1998,5.6,23-Jan-98
Comedy,Andy Tennant Drew Barrymore Anjelica Huston Ever After: A Cinderella Story,1998,7,31-Jul-98
Drama,Sarab Neelam Omid Abtahi Heather McComb Ocean of Pearls,2008,7.1,17-Jun-11
Horror,Ruben Preuss Shannen Doherty Costas Mandylor Almost Dead,1994,4.9,21-Mar-94
Romance,Robert Sparr Clint Walker Vincent Price More Dead Than Alive,1969,6.2,15-Jan-69
Comedy,Jonee Ansa Afrika Ansa Todd Bridges Baby of the Family,2002,7.6,NA
Horror,None Terence Jay Leah Rachel Buried Alive,2007,4.1,8-Oct-08
Comedy,Raymond Lepre Chris Sparling Terri Lynn Harris An Uzi at the Alamo,2005,6.8,4-Aug-05
Drama,None Clayne Crawford Christian Kane Tinker,2017,9.1,16-Jun-17
Comedy,Michael Schultz George Segal Susan Saint James Carbon Copy,1981,5.6,25-Sep-81
Horror,Robert Stock Jason Drumwright Olivia Andrunik Angel's Blade,2008,5,27-Oct-08
Comedy,Dan Cohen Breckin Meyer Scarlett Taylor Corporate Affairs,2008,4.1,15-Apr-08
Comedy,Colin Thompson Oscar Ewald Felicia Farr Loser's Crown,2014,9.1,24-Oct-14
Comedy,Marcello Thedford Lawrence B. Adisa Sam Sarpong Grindin',2007,3.3,21-Aug-07
Action,Robert Aldrich Michael Caine Cliff Robertson Too Late the Hero,1970,6.8,10-Sep-70
Action,Black Jack Johnson Jay Davis Harold Dennis Not Another Zombie Movie....About the Living Dead,2014,5.4,31-Oct-14
Drama,John G. Avildsen Sylvester Stallone Talia Shire Rocky,1976,8.1,3-Dec-76
Comedy,Tom Dey Matthew McConaughey Sarah Jessica Parker Failure to Launch,2006,5.6,10-Mar-06
Crime,Price Hall Malcolm McDowell Luke Goss Mississippi Murder,2017,3.8,3-Jan-17
Horror,Bernard Rose Xavier Samuel Carrie-Anne Moss Frankenstein,2015,5.1,29-Oct-15
Comedy,Tony T.L. Young Alicia Arden Tony Batman Micky's Summer Resort,2014,8.2,1-Nov-14
Comedy,Herbert Ross Shirley MacLaine Olympia Dukakis Steel Magnolias,1989,7.2,22-Nov-89
Drama,None Stephen Adly Guirgis Guy Boyd Blackbird,2007,6.1,12-Mar-07
Drama,None David Stokey Kingsly Martin Faith & Bullets,2005,6.3,2005
Drama,Mark Clayborne Brice McMillon Maliek Ramsey The Record Deal,2005,5.1,1-Apr-05
Thriller,Scott Prestin Daniel Baldwin Vincent Pastore The Devil's Dominoes,2008,5,2-Sep-08
Action,Terron R. Parsons Sherri Eakin Jeremy Sande Hayride 2,2015,2.9,18-Mar-16
Drama,Everett Lewis Bryce Blais Khaled Haider Somefarwhere,2011,5.7,12-Oct-11
Action,Tony Scott Eddie Murphy Judge Reinhold Beverly Hills Cop II,1987,6.5,20-May-87
Action,Robert Zemeckis Ray Winstone Crispin Glover Beowulf,2007,6.2,16-Nov-07
Action,None Dietrich Hanson Nick Woltersdorf Rise of the Undead,2013,4.2,19-Jan-13
Drama,Angel Williams Judi Jai Rock Johnson Raven's Cravings: A Bmore Love Thing,2013,5.7,1-May-13
Comedy,J. Mackye Gruber Harris Mann Cutter Garcia Blunt,1998,6.6,NA
Comedy,Amos Posner Bryan Batt Sebastian Beacon B-Side,2013,7.2,26-Apr-13
Adventure,Peter Weir Jim Sturgess Ed Harris The Way Back,2010,7.3,21-Jan-11
Drama,Mike Sedan Susannah Devereux Terance McCarthy Carnal Fate,1998,3.5,NA
Horror,Richard Griffin Lynn Lowry Jason McCormick Beyond the Dunwich Horror,2008,5.4,23-May-08
Action,Roger Donaldson Pierce Brosnan Luke Bracey The November Man,2014,6.3,27-Aug-14
Crime,None Bill Cosby Robert Culp Hickey & Boggs,1972,6.5,4-Oct-72
Comedy,Drake Doremus Michael McDonald Stephnie Weir Moonpie,2006,7.6,2006
Mystery,Ashlee Jensen Erick Avari Mike Dopud Project Eden: Vol. I,2017,3.3,5-Jan-18
Adult,Jace Rocker Britt Morgan K.C. Williams Jail Babes 2: Bustin' Out,1991,8,1991
Comedy,Tony Shyu Joey Lawrence Dru Mouser Tequila Body Shots,1999,3.8,8-Aug-06
Comedy,Daniel Mann Elliott Gould Clive Revill Matilda,1978,3.3,14-Dec-78
Drama,Flood Reed Dayo Okeniyi Shawn Thomas American Backwoods: Slew Hampshire,2013,4.6,6-Jun-15
Comedy,Christopher Egli Claire Furia Smith Jason Williams White Girl Young Pretty,2004,8.2,8-Sep-04
Thriller,Neal Fradsham April Wade Lira Kellerman Junction,2008,5.3,2008
Action,Richard Compton Trent Dolan Vicki Carbe The Gun Runner,1969,2.6,NA
Action,Lou Zukor Alan Oppenheimer Diane Pershing Mighty Mouse in the Great Space Chase,1982,6.7,10-Dec-82
Crime,Richard Compton Oliver Reed Deborah Raffin Assault in Paradise,1977,7.1,Oct-77
Action,Michael Miller Yvette Mimieux Tommy Lee Jones Jackson County Jail,1976,6.1,Apr-76
Biography,Diego Luna Michael Peña America Ferrera Cesar Chavez,2014,6.4,28-Mar-14
Drama,Emmett Malloy Maika Monroe Cody Fern The Tribes of Palos Verdes,2017,5.5,1-Dec-17
Drama,None Kevin Christy Blake Shields New Port South,2001,4.9,7-Sep-01
Documentary,Dawn Logsdon Glen David Andrews Harold Evans Faubourg Tremé: The Untold Story of Black New Orleans,2008,8.7,8-Apr
Comedy,None Jenn Gotzon Chandler Anthony Hackett Love Different,2016,6.5,29-Apr-16
Adventure,None Gail Russell David McLean The Silent Call,1961,6.5,May-61
Thriller,Ruhkiya S. Williams Chaysen Beacham Angell Conwell Jury of Our Peers,2008,5.2,7-Aug-08
Drama,Francis Lawrence Keanu Reeves Rachel Weisz Constantine,2005,7,18-Feb-05
Action,None Stefanie Barry Juliana Aiden Raining Hell,2015,7.1,1-Jan-15
Drama,None Matt Levin Melinda Mullins Rescuing Desire,1996,7.5,NA
Comedy,Tim Burton Jack Nicholson Pierce Brosnan Mars Attacks!,1996,6.3,13-Dec-96
Drama,George Hickenlooper Rory Cochrane Sean Astin The Low Life,1995,6.2,12-Jul-96
Horror,James L. Wilson Matt Borel Gil Glasgow Screams of a Winter Night,1979,5.2,26-Jan-79
Crime,Donald G. Jackson Dina Z. Garbis Steve Carr Carjack,1993,4.4,NA
Drama,Robert Kramer William Devane Catherine Merrill In the Country,1967,8.1,NA
Horror,Joe Knee Taryn Manning Rachel Miner Cult,2007,3,10-Aug
Comedy,Allison Anders Illeana Douglas John Turturro Grace of My Heart,1996,6.7,13-Sep-96
Action,J. Pinder Kate Easton Collin Lewis Neptune Rising,2007,4.8,20-Apr-07
Comedy,None Robin Leslie Brown Christopher Burke Shooting Johnson Roebling,2007,6.8,4-Jun-07
Crime,Chris R. Notarile Roberto Lombardi Kasey Williams Stand Off,2012,5.1,13-Aug-12
Comedy,Ryan Guiterman Josh Banks Christopher Berger Thunderstruck,2011,8.5,NA
Adventure,Robert Ellis Miller Burt Reynolds Lesley-Anne Down Rough Cut,1980,5.6,20-Jun-80
Drama,Alexandra Brodsky Seymour Cassel Elisabeth Moss Bittersweet Place,2005,6.2,2008
Drama,Michael Almereyda Elina Löwensohn Peter Fonda Nadja,1994,6,1-Sep-95
Fantasy,Steven Spielberg Richard Dreyfuss Holly Hunter Always,1989,6.4,22-Dec-89
